female,yeduc,lincome
0,12,5.703783
0,12,5.298317
0,12,5.991465
0,12,5.857933
0,12,5.857933
0,12,5.703783
0,12,5.991465
0,12,6.109248
0,12,5.857933
0,12,5.298317
0,12,5.991465
0,12,6.309918
0,12,6.109248
0,12,5.703783
0,12,5.857933
0,12,5.857933
0,12,5.521461
0,12,5.991465
0,12,5.703783
0,12,5.857933
0,12,5.991465
0,12,5.991465
0,12,5.703783
0,12,5.298317
0,12,6.309918
0,12,5.991465
0,12,5.857933
0,12,5.329089
0,12,5.857933
0,12,5.857933
0,12,5.521461
0,12,5.703783
0,12,5.991465
0,12,6.109248
0,12,5.857933
0,12,5.857933
0,12,5.857933
0,12,6.109248
0,12,5.991465
0,12,5.857933
0,12,5.991465
0,12,5.298317
0,12,5.857933
0,12,6.109248
0,12,6.309918
0,12,5.857933
0,12,6.109248
0,12,5.298317
0,12,5.991465
0,12,5.703783
0,12,5.857933
0,12,5.991465
0,12,5.857933
0,12,5.703783
0,12,5.991465
0,12,5.329089
0,12,5.991465
0,12,5.703783
0,12,6.109248
0,12,5.857933
0,12,5.298317
0,12,6.109248
0,12,5.991465
0,12,5.991465
0,12,6.109248
0,12,5.298317
0,12,5.521461
0,12,5.521461
0,12,6.309918
0,12,5.521461
0,12,6.109248
0,12,5.703783
0,12,5.991465
0,12,6.309918
0,12,5.857933
0,12,5.857933
0,12,5.991465
0,12,6.109248
0,12,5.703783
0,12,5.521461
0,12,5.703783
0,12,5.857933
0,12,5.521461
0,12,5.857933
0,12,5.857933
0,12,5.991465
0,12,5.521461
0,12,5.857933
0,12,5.991465
0,12,5.991465
0,12,5.521461
0,12,5.521461
0,12,5.991465
0,12,6.109248
0,12,5.991465
0,12,5.703783
0,12,5.329089
0,12,5.703783
0,12,5.703783
0,12,5.703783
0,12,7.189168
0,12,5.329089
0,12,6.109248
0,12,5.857933
0,12,5.703783
0,12,6.109248
0,12,5.991465
0,12,5.521461
0,12,5.703783
0,12,6.109248
0,12,5.298317
0,12,6.309918
0,12,5.521461
0,12,5.703783
0,12,6.109248
0,12,5.857933
0,12,5.298317
0,12,6.109248
0,12,5.991465
0,12,6.109248
0,12,5.991465
0,12,6.109248
0,12,5.991465
0,12,5.857933
0,12,5.991465
0,12,6.109248
0,12,6.309918
0,12,5.298317
0,12,5.991465
0,12,5.703783
0,12,5.857933
0,12,6.309918
0,12,6.109248
0,12,5.857933
0,12,5.298317
0,12,5.857933
0,12,5.521461
0,12,6.109248
0,12,5.521461
0,12,5.991465
0,12,5.703783
0,12,6.309918
0,12,5.298317
0,12,5.857933
0,12,5.857933
0,12,5.703783
0,12,5.991465
0,12,5.298317
0,12,5.857933
0,12,5.703783
0,12,5.703783
0,12,6.109248
0,12,6.214608
0,12,5.991465
0,12,6.39693
0,12,5.857933
0,12,5.703783
0,12,6.109248
0,12,5.703783
0,12,6.214608
0,12,5.546154
0,12,6.39693
0,12,6.109248
0,12,5.991465
0,12,5.703783
0,12,5.991465
0,12,5.857933
0,12,6.109248
0,12,6.109248
0,12,6.214608
0,12,6.214608
0,12,6.214608
0,12,5.857933
0,12,6.39693
0,12,5.857933
0,12,5.857933
0,12,6.109248
0,12,5.991465
0,12,6.109248
0,12,5.857933
0,12,6.109248
0,12,6.109248
0,12,6.39693
0,12,5.991465
0,12,6.620073
0,12,5.521461
0,12,5.991465
0,12,5.703783
0,12,5.857933
0,12,5.991465
0,12,6.109248
0,12,5.546154
0,12,5.857933
0,12,5.991465
0,12,5.991465
0,12,6.109248
0,12,6.109248
0,12,6.214608
0,12,5.703783
0,12,6.109248
0,12,5.991465
0,12,6.39693
0,12,5.857933
0,12,6.214608
0,12,5.703783
0,12,6.214608
0,12,6.620073
0,12,6.109248
0,12,5.991465
0,12,6.109248
0,12,6.109248
0,12,5.546154
0,12,5.857933
0,12,5.857933
0,12,6.109248
0,12,5.857933
0,12,6.39693
0,12,6.214608
0,12,5.857933
0,12,5.991465
0,12,5.521461
0,12,6.109248
0,12,6.109248
0,12,6.109248
0,12,5.521461
0,12,5.857933
0,12,6.109248
0,12,5.991465
0,12,6.214608
0,12,5.857933
0,12,6.620073
0,12,5.991465
0,12,6.214608
0,12,6.109248
0,12,6.109248
0,12,5.857933
0,12,5.991465
0,12,5.991465
0,12,6.109248
0,12,5.546154
0,12,6.109248
0,12,6.55108
0,12,6.55108
0,12,6.214608
0,12,6.39693
0,12,6.309918
0,12,6.39693
0,12,6.214608
0,12,6.55108
0,12,6.39693
0,12,6.109248
0,12,5.875633
0,12,6.745236
0,12,6.309918
0,12,6.109248
0,12,6.309918
0,12,6.214608
0,12,6.39693
0,12,6.309918
0,12,6.55108
0,12,6.309918
0,12,6.309918
0,12,6.309918
0,12,6.309918
0,12,6.39693
0,12,6.309918
0,12,6.214608
0,12,6.309918
0,12,6.214608
0,12,6.39693
0,12,6.39693
0,12,6.55108
0,12,6.214608
0,12,6.109248
0,12,6.214608
0,12,6.214608
0,12,5.991465
0,12,6.109248
0,12,6.109248
0,12,6.214608
0,12,6.55108
0,12,6.39693
0,12,6.309918
0,12,6.109248
0,12,5.991465
0,12,6.39693
0,12,6.109248
0,12,6.55108
0,12,6.55108
0,12,6.620073
0,12,6.745236
0,12,6.476973
0,12,6.39693
0,12,6.745236
0,12,6.39693
0,12,7.069024
1,12,3.912023
1,12,3.912023
1,12,3.912023
1,12,3.218876
1,12,1.832582
1,12,4.60517
1,12,4.60517
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,3.218876
1,12,1.832582
1,12,4.60517
1,12,5.298317
1,12,3.912023
1,12,3.218876
1,12,5.010635
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,1.832582
1,12,3.912023
1,12,4.60517
1,12,5.010635
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,3.218876
1,12,3.912023
1,12,3.912023
1,12,5.010635
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,3.218876
1,12,5.010635
1,12,3.218876
1,12,3.912023
1,12,3.912023
1,12,3.218876
1,12,1.832582
1,12,5.010635
1,12,1.832582
1,12,1.832582
1,12,4.60517
1,12,4.60517
1,12,1.832582
1,12,5.010635
1,12,5.298317
1,12,5.010635
1,12,3.218876
1,12,4.60517
1,12,5.010635
1,12,4.60517
1,12,1.832582
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,5.010635
1,12,5.010635
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,3.218876
1,12,1.832582
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,3.218876
1,12,4.60517
1,12,1.832582
1,12,5.010635
1,12,1.832582
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,4.60517
1,12,5.298317
1,12,3.912023
1,12,3.912023
1,12,1.832582
1,12,3.912023
1,12,3.218876
1,12,5.298317
1,12,5.010635
1,12,4.60517
1,12,5.010635
1,12,3.912023
1,12,1.832582
1,12,3.218876
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,6.214608
1,12,4.029806
1,12,4.665795
1,12,3.442019
1,12,5.051457
1,12,3.442019
1,12,1.832582
1,12,4.029806
1,12,5.051457
1,12,5.051457
1,12,1.832582
1,12,1.832582
1,12,4.029806
1,12,4.029806
1,12,4.665795
1,12,4.665795
1,12,4.665795
1,12,3.442019
1,12,1.832582
1,12,2.525729
1,12,4.029806
1,12,5.051457
1,12,5.051457
1,12,4.029806
1,12,1.832582
1,12,4.029806
1,12,4.029806
1,12,4.029806
1,12,1.832582
1,12,1.832582
1,12,4.665795
1,12,2.525729
1,12,4.665795
1,12,5.051457
1,12,1.832582
1,12,5.329089
1,12,4.665795
1,12,4.029806
1,12,4.029806
1,12,3.442019
1,12,5.329089
1,12,4.029806
1,12,4.665795
1,12,4.029806
1,12,3.442019
1,12,1.832582
1,12,1.832582
1,12,4.665795
1,12,5.546154
1,12,1.832582
1,12,4.029806
1,12,4.029806
1,12,4.029806
1,12,3.912023
1,12,4.317488
1,12,4.828314
1,12,3.218876
1,12,4.317488
1,12,3.218876
1,12,4.828314
1,12,4.828314
1,12,5.164786
1,12,3.218876
1,12,4.828314
1,12,4.317488
1,12,4.317488
1,12,3.218876
1,12,4.317488
1,12,3.442019
1,12,4.317488
1,12,4.828314
1,12,4.317488
1,12,4.828314
1,12,3.218876
1,12,5.416101
1,12,5.164786
1,12,3.912023
1,12,4.317488
1,12,4.317488
1,12,5.164786
1,12,3.218876
1,12,4.828314
1,12,5.164786
1,12,4.828314
1,12,5.416101
1,12,4.317488
1,12,3.912023
1,12,4.317488
1,12,4.828314
1,12,5.164786
1,12,4.317488
1,12,3.218876
1,12,3.442019
1,12,4.317488
1,12,3.912023
1,12,4.317488
1,12,4.317488
1,12,3.218876
1,12,5.164786
1,12,3.218876
1,12,4.317488
1,12,3.218876
1,12,5.164786
1,12,3.218876
1,12,3.218876
1,12,3.218876
1,12,4.828314
1,12,4.317488
1,12,3.912023
1,12,4.317488
1,12,5.164786
1,12,4.317488
1,12,4.317488
1,12,5.298317
1,12,5.010635
1,12,3.912023
1,12,5.521461
1,12,4.029806
1,12,5.010635
1,12,5.010635
1,12,5.010635
1,12,4.317488
1,12,5.010635
1,12,5.010635
1,12,3.912023
1,12,4.317488
1,12,5.010635
1,12,4.317488
1,12,5.010635
1,12,5.298317
1,12,4.60517
1,12,4.029806
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,4.029806
1,12,5.010635
1,12,5.010635
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,5.010635
1,12,4.029806
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,5.010635
1,12,3.912023
1,12,4.029806
1,12,4.317488
1,12,3.912023
1,12,5.010635
1,12,4.60517
1,12,3.912023
1,12,5.010635
1,12,3.912023
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,5.298317
1,12,3.912023
1,12,5.010635
1,12,4.317488
1,12,5.298317
1,12,4.317488
1,12,5.298317
1,12,3.912023
1,12,5.298317
1,12,3.912023
1,12,4.317488
1,12,4.029806
1,12,4.60517
1,12,3.912023
1,12,5.010635
1,12,4.029806
1,12,4.317488
1,12,4.60517
1,12,4.60517
1,12,3.912023
1,12,4.029806
1,12,5.010635
1,12,4.60517
1,12,3.912023
1,12,5.298317
1,12,5.010635
1,12,5.010635
1,12,5.010635
1,12,4.317488
1,12,4.029806
1,12,4.60517
1,12,5.298317
1,12,5.010635
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,4.029806
1,12,5.010635
1,12,5.010635
1,12,5.010635
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,5.298317
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,3.912023
1,12,5.298317
1,12,4.60517
1,12,5.298317
1,12,4.317488
1,12,4.317488
1,12,3.912023
1,12,5.298317
1,12,4.029806
1,12,5.521461
1,12,4.317488
1,12,4.317488
1,12,4.029806
1,12,5.298317
1,12,3.912023
1,12,4.60517
1,12,5.010635
1,12,3.912023
1,12,5.521461
1,12,3.912023
1,12,5.521461
1,12,5.010635
1,12,3.912023
1,12,4.317488
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,4.317488
1,12,3.912023
1,12,5.010635
1,12,4.317488
1,12,4.60517
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,3.912023
1,12,5.010635
1,12,4.317488
1,12,4.60517
1,12,5.298317
1,12,5.010635
1,12,3.912023
1,12,3.912023
1,12,3.912023
1,12,4.60517
1,12,4.317488
1,12,5.010635
1,12,5.298317
1,12,4.60517
1,12,4.665795
1,12,5.010635
1,12,4.665795
1,12,4.665795
1,12,5.521461
1,12,5.521461
1,12,5.298317
1,12,4.828314
1,12,4.665795
1,12,4.60517
1,12,5.521461
1,12,4.828314
1,12,4.60517
1,12,5.521461
1,12,5.010635
1,12,5.298317
1,12,5.298317
1,12,5.010635
1,12,5.010635
1,12,4.60517
1,12,5.010635
1,12,4.828314
1,12,5.010635
1,12,4.60517
1,12,5.521461
1,12,4.60517
1,12,5.298317
1,12,5.298317
1,12,4.828314
1,12,5.010635
1,12,5.298317
1,12,4.60517
1,12,4.60517
1,12,5.298317
1,12,5.010635
1,12,4.665795
1,12,4.60517
1,12,4.60517
1,12,5.010635
1,12,4.60517
1,12,5.521461
1,12,5.703783
1,12,4.60517
1,12,5.521461
1,12,5.857933
1,12,5.521461
1,12,4.60517
1,12,5.010635
1,12,4.60517
1,12,5.298317
1,12,4.60517
1,12,5.298317
1,12,4.665795
1,12,4.60517
1,12,5.298317
1,12,4.60517
1,12,4.60517
1,12,5.703783
1,12,5.521461
1,12,5.703783
1,12,5.298317
1,12,4.60517
1,12,4.828314
1,12,5.298317
1,12,5.298317
1,12,4.828314
1,12,4.828314
1,12,5.010635
1,12,5.521461
1,12,5.298317
1,12,5.010635
1,12,5.010635
1,12,5.521461
1,12,5.298317
1,12,5.298317
1,12,4.60517
1,12,5.010635
1,12,4.60517
1,12,4.828314
1,12,5.298317
1,12,5.010635
1,12,4.60517
1,12,5.298317
1,12,5.010635
1,12,4.60517
1,12,5.010635
1,12,5.521461
1,12,4.60517
1,12,5.010635
1,12,5.298317
1,12,5.703783
1,12,5.010635
1,12,5.010635
1,12,5.298317
1,12,5.010635
1,12,5.010635
1,12,5.010635
1,12,5.298317
1,12,5.521461
1,12,5.857933
1,12,4.60517
1,12,4.60517
1,12,5.298317
1,12,5.703783
1,12,5.521461
1,12,5.010635
1,12,5.298317
1,12,5.010635
1,12,5.521461
1,12,4.60517
1,12,5.010635
1,12,5.010635
1,12,4.60517
1,12,5.010635
1,12,4.60517
1,12,4.60517
1,12,5.051457
1,12,5.010635
1,12,5.521461
1,12,5.298317
1,12,5.703783
1,12,5.703783
1,12,5.857933
1,12,5.298317
1,12,5.010635
1,12,5.521461
1,12,5.164786
1,12,5.703783
1,12,5.521461
1,12,5.298317
1,12,5.051457
1,12,5.051457
1,12,5.521461
1,12,5.298317
1,12,5.298317
1,12,5.051457
1,12,5.010635
1,12,5.521461
1,12,5.298317
1,12,5.010635
1,12,5.703783
1,12,5.010635
1,12,5.164786
1,12,5.298317
1,12,5.521461
1,12,5.298317
1,12,5.298317
1,12,5.010635
1,12,5.521461
1,12,5.164786
1,12,5.298317
1,12,5.298317
1,12,5.010635
1,12,5.164786
1,12,5.298317
1,12,5.521461
1,12,5.521461
1,12,5.010635
1,12,5.010635
1,12,5.703783
1,12,5.010635
1,12,5.298317
1,12,5.051457
1,12,5.298317
1,12,5.298317
1,12,5.298317
1,12,5.164786
1,12,5.051457
1,12,5.298317
1,12,5.298317
1,12,5.010635
1,12,5.010635
1,12,5.857933
1,12,5.010635
1,12,5.521461
1,12,5.010635
1,12,5.521461
1,12,5.010635
1,12,5.010635
1,12,5.298317
1,12,5.521461
1,12,5.010635
1,12,5.298317
1,12,5.164786
1,12,5.010635
1,12,5.298317
1,12,5.857933
1,12,5.298317
1,12,5.298317
1,12,5.521461
1,12,5.703783
1,12,5.298317
1,12,5.298317
1,12,5.521461
1,12,5.416101
1,12,5.298317
1,12,6.109248
1,12,5.703783
1,12,5.703783
1,12,5.521461
1,12,5.416101
1,12,5.329089
1,12,5.857933
1,12,5.298317
1,12,5.298317
1,12,5.703783
1,12,5.416101
1,12,5.298317
1,12,5.703783
1,12,6.109248
1,12,5.857933
1,12,5.857933
1,12,5.857933
1,12,6.214608
1,12,6.652863
0,13,5.521461
0,13,5.857933
0,13,5.010635
0,13,5.857933
0,13,5.521461
0,13,5.857933
0,13,4.60517
0,13,4.60517
0,13,5.010635
0,13,4.60517
0,13,6.227031
0,13,4.665795
0,13,4.665795
0,13,5.329089
0,13,5.416101
0,13,5.164786
0,13,5.416101
0,13,5.164786
0,13,5.298317
0,13,5.703783
0,13,5.521461
0,13,5.521461
0,13,5.703783
0,13,5.298317
0,13,4.029806
0,13,3.912023
0,13,5.703783
0,13,5.991465
0,13,5.298317
0,13,5.703783
0,13,5.521461
0,13,5.298317
0,13,5.991465
0,13,5.010635
0,13,5.298317
0,13,5.010635
0,13,5.298317
0,13,5.298317
0,13,5.298317
0,13,6.39693
0,13,5.857933
0,13,5.298317
0,13,5.703783
0,13,5.521461
0,13,5.010635
0,13,5.010635
0,13,5.857933
0,13,5.857933
0,13,5.298317
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,4.60517
0,13,5.857933
0,13,5.521461
0,13,6.109248
0,13,5.298317
0,13,5.521461
0,13,4.60517
0,13,5.857933
0,13,5.703783
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.298317
0,13,5.521461
0,13,6.109248
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.298317
0,13,5.010635
0,13,4.60517
0,13,5.521461
0,13,5.521461
0,13,5.703783
0,13,5.521461
0,13,6.109248
0,13,5.298317
0,13,4.60517
0,13,5.010635
0,13,4.60517
0,13,5.703783
0,13,5.703783
0,13,5.298317
0,13,5.857933
0,13,5.521461
0,13,5.857933
0,13,5.010635
0,13,5.298317
0,13,5.298317
0,13,5.703783
0,13,5.857933
0,13,5.703783
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.521461
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.857933
0,13,5.857933
0,13,5.164786
0,13,5.051457
0,13,5.857933
0,13,6.214608
0,13,5.703783
0,13,5.010635
0,13,5.703783
0,13,5.703783
0,13,5.857933
0,13,5.857933
0,13,5.857933
0,13,5.521461
0,13,5.010635
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.703783
0,13,5.521461
0,13,5.857933
0,13,5.991465
0,13,5.857933
0,13,5.857933
0,13,5.703783
0,13,5.991465
0,13,5.703783
0,13,5.703783
0,13,5.298317
0,13,5.857933
0,13,6.214608
0,13,5.298317
0,13,5.857933
0,13,6.214608
0,13,5.857933
0,13,5.703783
0,13,5.857933
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.703783
0,13,6.214608
0,13,5.703783
0,13,5.857933
0,13,6.214608
0,13,5.857933
0,13,5.051457
0,13,5.857933
0,13,5.051457
0,13,5.703783
0,13,5.857933
0,13,6.214608
0,13,5.010635
0,13,5.298317
0,13,5.521461
0,13,5.521461
0,13,5.991465
0,13,5.298317
0,13,6.476973
0,13,5.703783
